id,carat,cut,color,clarity,depth,table,x,y,z,price
109944,0.54,Ideal,D,VS2,61.3,57.0,5.3,5.27,3.24,2347
108791,0.8,Ideal,F,SI1,61.8,56.0,5.95,6.0,3.7,3504
34241,0.3,Ideal,E,VVS1,62.6,57.0,4.3,4.26,2.68,731
6169,0.91,Premium,H,VS2,62.3,59.0,6.21,6.14,3.85,3692
124799,1.01,Very Good,G,SI1,61.9,55.0,6.45,6.49,4.0,4953
155216,0.3,Ideal,G,IF,61.9,57.0,4.32,4.35,2.68,956
140427,1.01,Very Good,F,SI2,62.5,59.0,6.3,6.34,3.93,4419
109236,0.41,Very Good,D,VVS2,63.1,56.0,4.73,4.7,2.98,1359
29580,0.83,Ideal,F,SI2,62.3,55.0,6.0,6.02,3.74,3142
36396,0.31,Ideal,D,SI2,60.9,56.0,4.4,4.42,2.69,462
177651,2.01,Ideal,H,SI2,62.1,57.0,8.1,8.06,5.02,17365
32657,1.12,Premium,G,VVS2,60.8,58.0,6.66,6.7,4.07,9385
2144,0.52,Ideal,F,VS2,61.2,57.0,5.2,5.2,3.18,1550
97719,1.67,Ideal,F,VS2,61.5,56.0,7.64,7.67,4.71,18766
61194,0.7,Good,H,VS1,61.7,60.0,5.65,5.7,3.5,2443
100084,1.0,Premium,G,SI2,58.3,60.0,6.51,6.45,3.8,3413
16436,1.25,Premium,H,SI1,61.8,58.0,6.88,6.92,4.26,6076
166125,1.52,Premium,G,VS2,62.8,58.0,7.3,7.35,4.59,13196
174193,0.52,Ideal,E,VS2,61.8,56.0,5.15,5.17,3.19,1625
148566,1.0,Ideal,E,SI1,60.2,58.0,6.48,6.53,3.92,5622
40696,0.41,Premium,E,VVS2,62.2,58.0,4.74,4.77,2.96,1014
5123,0.78,Ideal,H,VS2,61.5,57.0,5.89,5.92,3.64,3168
87593,0.32,Ideal,G,IF,61.0,57.0,4.43,4.46,2.71,918
105710,0.27,Ideal,E,VS2,62.3,56.0,4.16,4.19,2.6,559
48551,0.55,Ideal,E,SI1,61.0,55.0,5.28,5.25,3.21,1443
27854,1.56,Ideal,J,VS2,62.8,57.0,7.35,7.38,4.62,9513
181957,0.9,Ideal,G,SI2,62.3,56.0,6.12,6.18,3.83,4044
152080,0.33,Premium,G,VS1,63.0,59.0,4.42,4.39,2.77,854
143905,1.51,Very Good,F,VS1,62.6,59.0,7.26,7.32,4.56,15544
172261,1.36,Very Good,F,SI2,61.0,59.0,7.1,7.16,4.36,7258
83618,0.47,Ideal,I,VS1,61.8,55.0,4.99,5.03,3.09,1035
77789,1.6,Good,H,SI2,63.7,57.0,7.38,7.43,4.72,9271
173338,1.2,Premium,E,SI1,62.6,55.0,6.76,6.79,4.24,6860
156515,0.31,Premium,E,VVS1,61.9,59.0,4.33,4.36,2.69,988
91455,1.01,Ideal,I,SI2,62.4,59.0,6.39,6.36,3.98,5034
103610,0.9,Ideal,G,SI2,62.0,54.0,6.23,6.27,3.86,3984
21998,1.09,Premium,H,VS2,61.5,58.0,6.62,6.59,4.08,4960
92550,0.41,Ideal,G,SI1,62.7,56.0,4.78,4.75,2.98,923
40642,0.8,Premium,F,SI2,60.1,58.0,6.08,6.03,3.63,2398
154012,0.33,Ideal,F,VVS2,61.4,56.0,4.48,4.45,2.74,884
17623,0.41,Ideal,I,SI1,62.1,57.0,4.74,4.76,2.95,875
85515,1.0,Fair,G,VS2,65.1,56.0,6.3,6.23,4.06,5280
127704,0.31,Ideal,E,VS2,62.1,55.0,4.32,4.35,2.69,642
77651,0.71,Very Good,E,VS1,62.0,60.0,5.7,5.64,3.51,3336
46909,1.5,Ideal,E,SI2,62.2,56.0,7.35,7.3,4.56,10550
108564,0.34,Ideal,J,SI2,61.9,56.0,4.5,4.55,2.8,345
166284,1.22,Premium,H,SI1,61.4,58.0,6.91,6.89,4.23,6320
129420,2.01,Ideal,H,VS2,62.0,57.0,8.09,8.0,5.0,18023
10865,0.7,Very Good,G,VS2,62.7,55.0,5.64,5.71,3.56,2537
94790,0.4,Ideal,E,SI1,61.8,57.0,4.74,4.7,2.92,882
6551,0.31,Ideal,I,VS2,61.5,55.0,4.37,4.41,2.7,436
163505,0.5,Ideal,D,VS1,61.6,57.0,5.13,5.09,3.15,2025
5989,0.38,Ideal,F,VVS1,61.7,55.0,4.68,4.72,2.9,1096
62397,0.41,Premium,F,VS1,61.2,59.0,4.74,4.78,2.92,1180
172310,1.55,Ideal,I,SI2,61.8,59.0,7.42,7.39,4.58,7554
136300,0.7,Very Good,E,SI2,60.1,57.0,5.75,5.79,3.47,2332
82345,0.3,Ideal,F,SI1,61.9,55.0,4.32,4.34,2.68,475
129862,1.02,Very Good,E,VS1,62.9,57.0,6.37,6.45,4.03,8288
122048,0.5,Ideal,D,SI2,61.9,55.0,5.13,5.09,3.16,1433
141055,0.9,Premium,H,VS2,62.4,59.0,6.19,6.15,3.85,3978
123762,0.31,Ideal,E,VS2,61.9,56.0,4.34,4.37,2.69,680
191573,2.04,Ideal,J,VS2,62.2,57.0,8.07,8.16,5.05,12880
146974,0.31,Very Good,I,SI1,61.8,61.0,4.33,4.35,2.68,418
115582,0.32,Ideal,E,VS2,61.4,56.0,4.41,4.44,2.71,900
3237,0.71,Premium,G,VS2,59.1,58.0,5.92,5.87,3.48,2761
181577,1.09,Ideal,I,VS1,61.5,57.0,6.58,6.62,4.05,6023
174259,0.31,Premium,H,VS1,62.1,59.0,4.4,4.37,2.72,698
7826,1.2,Premium,H,SI1,62.7,58.0,6.68,6.73,4.21,5652
118191,1.5,Good,I,SI1,63.2,61.0,7.21,7.27,4.57,8702
6005,0.39,Premium,G,VS1,58.0,61.0,4.84,4.81,2.79,956
115167,0.3,Ideal,E,VS2,62.1,56.0,4.33,4.29,2.67,844
160986,0.44,Premium,E,VVS2,61.6,58.0,4.92,4.85,3.01,1326
42223,0.7,Premium,E,SI1,62.4,59.0,5.67,5.64,3.53,2321
136212,1.06,Ideal,H,VS2,62.2,56.0,6.53,6.55,4.07,6333
46423,0.31,Very Good,G,SI1,63.0,55.0,4.34,4.38,2.74,499
159808,0.78,Very Good,E,SI2,60.6,56.0,6.0,6.03,3.63,2763
191919,1.0,Ideal,G,VS1,62.4,57.0,6.38,6.34,3.97,6989
140445,0.71,Ideal,I,VS1,62.3,56.0,5.7,5.73,3.56,2274
156755,0.77,Very Good,I,VVS2,63.6,56.0,5.81,5.79,3.69,2792
7865,1.01,Ideal,I,SI1,61.8,56.0,6.45,6.49,3.99,4471
161075,0.93,Premium,E,SI1,61.3,58.0,6.21,6.26,3.82,4580
27076,1.01,Premium,D,SI2,61.2,59.0,6.46,6.42,3.94,4805
92800,1.24,Ideal,G,VS2,60.9,57.0,6.98,6.92,4.24,7123
60314,0.71,Ideal,F,VS1,60.6,56.0,5.89,5.8,3.55,3580
31725,1.0,Premium,G,SI2,62.0,58.0,6.38,6.34,3.93,3871
177443,0.72,Ideal,I,SI1,61.9,55.0,5.74,5.8,3.57,2329
178494,0.28,Very Good,E,VS1,62.8,58.0,4.16,4.19,2.62,487
149646,1.04,Ideal,E,SI2,59.2,57.0,6.59,6.57,3.9,3763
146565,0.3,Premium,E,SI1,62.9,59.0,4.25,4.3,2.69,590
144207,0.78,Very Good,D,VS1,62.9,57.0,5.88,5.82,3.67,3528
130282,0.34,Ideal,H,VS2,61.6,57.0,4.51,4.49,2.77,689
84455,1.37,Ideal,I,SI2,62.0,55.0,7.17,7.12,4.42,6300
47298,0.7,Good,G,VS1,61.8,61.0,5.63,5.7,3.49,2512
188333,0.38,Very Good,G,IF,61.3,56.0,4.66,4.71,2.87,958
124851,1.19,Ideal,E,VS1,59.8,57.0,6.87,6.92,4.11,10872
69157,1.0,Ideal,I,SI1,62.1,55.0,6.43,6.4,3.99,4516
70902,0.4,Very Good,G,VS2,61.5,54.0,4.78,4.74,2.93,1080
181004,2.01,Ideal,I,SI1,62.7,55.0,8.02,8.08,5.05,12617
51545,0.36,Ideal,E,VVS2,61.9,54.0,4.61,4.59,2.85,1049
150540,0.73,Ideal,G,VS1,61.7,54.0,5.79,5.82,3.58,3053
92237,0.3,Good,H,VVS1,63.2,59.0,4.21,4.24,2.67,684
45598,0.31,Premium,E,VS1,62.4,58.0,4.34,4.36,2.71,726
150489,1.53,Ideal,H,VS2,61.6,55.0,7.44,7.38,4.56,11405
25911,1.51,Premium,I,VS1,62.2,61.0,7.33,7.3,4.55,10241
80961,1.21,Premium,G,VS2,62.1,59.0,6.82,6.76,4.21,6830
107885,1.18,Ideal,G,VVS2,61.7,55.0,6.78,6.81,4.19,9526
165737,0.32,Premium,E,SI1,61.6,59.0,4.41,4.38,2.71,720
59287,0.35,Premium,D,SI1,61.4,58.0,4.56,4.52,2.79,706
163846,0.9,Very Good,H,VS1,62.4,56.0,6.17,6.14,3.84,4064
24884,0.59,Very Good,I,VVS1,62.4,57.0,5.34,5.38,3.35,1557
173763,0.32,Ideal,F,VVS2,61.3,57.0,4.39,4.43,2.7,916
39,0.4,Ideal,D,SI1,61.6,56.0,4.74,4.77,2.93,791
97410,0.33,Ideal,D,SI1,61.2,57.0,4.47,4.5,2.74,736
38663,0.5,Ideal,E,SI1,62.3,55.0,4.98,5.01,3.13,1169
76692,0.7,Premium,H,SI2,61.2,59.0,5.67,5.64,3.46,1875
22574,0.73,Ideal,E,VVS2,60.7,57.0,5.82,5.86,3.54,3093
93506,0.74,Ideal,E,VS2,61.5,56.0,5.84,5.81,3.57,3418
166076,1.56,Ideal,I,VS2,61.3,57.0,7.48,7.52,4.59,11434
13165,0.52,Ideal,D,SI2,60.7,56.0,5.22,5.17,3.15,1263
37238,0.3,Very Good,F,VS1,61.7,55.0,4.28,4.31,2.65,621
128755,0.9,Ideal,E,SI1,61.2,57.0,6.25,6.23,3.81,4723
70521,1.01,Premium,H,SI1,62.7,59.0,6.38,6.42,4.02,4706
69734,1.5,Premium,G,VS2,61.8,60.0,7.31,7.36,4.53,12531
116924,0.3,Ideal,H,VVS2,62.2,57.0,4.3,4.26,2.66,776
100565,0.3,Ideal,E,VS2,61.8,55.0,4.34,4.31,2.67,657
117842,0.4,Ideal,H,SI1,61.2,55.0,4.76,4.78,2.92,681
179636,1.6,Ideal,E,SI2,61.8,57.0,7.54,7.59,4.67,9299
187099,1.52,Very Good,H,VS2,61.7,59.0,7.39,7.36,4.55,12196
146012,0.72,Ideal,D,SI1,61.5,57.0,5.73,5.76,3.53,2896
108490,0.33,Premium,I,SI1,61.7,58.0,4.43,4.4,2.73,466
98400,0.3,Ideal,D,VS1,60.8,56.0,4.37,4.39,2.66,912
164401,0.81,Premium,G,VS2,62.4,60.0,5.96,5.94,3.7,3163
112595,0.7,Good,F,SI2,64.1,55.0,5.63,5.58,3.6,2184
97919,0.9,Very Good,F,VS2,62.3,58.0,6.13,6.16,3.83,5160
92192,1.0,Premium,H,SI2,58.7,61.0,6.49,6.46,3.83,4840
181098,0.6,Ideal,F,VS1,61.5,56.0,5.43,5.45,3.33,2840
57895,0.31,Good,I,VS1,60.0,57.0,4.37,4.41,2.64,463
15605,2.5,Good,F,SI2,64.3,60.0,8.55,8.43,5.48,18495
93141,0.72,Ideal,G,VS1,61.7,56.0,5.77,5.79,3.56,2999
18282,0.53,Ideal,E,SI1,62.3,56.0,5.19,5.17,3.23,1607
158863,0.71,Premium,G,VS1,61.2,58.0,5.76,5.71,3.51,2803
47857,0.92,Ideal,I,VS2,61.9,56.0,6.26,6.22,3.86,4270
5841,0.27,Very Good,G,VS1,61.0,58.0,4.2,4.25,2.58,580
176272,0.52,Ideal,F,VS2,61.8,56.0,5.16,5.2,3.2,1625
89438,1.02,Good,E,SI1,63.6,58.0,6.35,6.4,4.05,5345
165706,0.41,Premium,G,VVS1,60.2,59.0,4.87,4.85,2.92,1264
169442,0.5,Very Good,F,SI1,58.9,57.0,5.18,5.23,3.05,1319
138029,0.59,Ideal,F,VS1,61.6,57.0,5.37,5.4,3.31,1912
168064,0.56,Premium,G,VVS2,61.2,59.0,5.35,5.33,3.26,2085
87456,0.32,Ideal,G,VS1,61.8,54.0,4.41,4.43,2.73,645
96662,0.31,Ideal,G,VVS2,62.3,56.0,4.37,4.39,2.73,907
77489,0.37,Premium,D,SI2,60.3,60.0,4.61,4.63,2.78,584
182165,0.7,Very Good,E,VS1,61.8,55.0,5.7,5.73,3.54,2808
116149,0.33,Ideal,F,VVS1,61.9,57.0,4.46,4.44,2.75,1114
185918,0.3,Premium,F,VS2,62.5,58.0,4.26,4.29,2.67,605
113865,0.4,Good,E,SI1,63.3,57.0,4.71,4.75,2.98,792
57608,0.5,Premium,D,SI2,60.6,60.0,5.16,5.13,3.12,1304
178118,0.32,Very Good,D,SI2,62.2,57.0,4.33,4.37,2.7,449
130746,0.51,Ideal,F,VS2,62.7,56.0,5.08,5.11,3.19,1415
81422,0.34,Ideal,F,VS2,61.6,57.0,4.52,4.48,2.77,880
86969,1.06,Ideal,E,SI1,62.0,56.0,6.52,6.55,4.05,5330
98008,1.02,Ideal,F,SI1,63.0,57.0,6.44,6.38,4.03,4654
62316,1.14,Ideal,I,IF,61.2,56.0,6.72,6.78,4.13,6607
111023,0.7,Good,H,SI1,63.8,58.0,5.56,5.58,3.55,2076
31353,1.78,Ideal,F,SI1,62.3,57.0,7.68,7.73,4.81,12831
75105,0.51,Ideal,E,VS1,60.7,55.0,5.19,5.24,3.17,1781
116936,0.58,Ideal,E,VS2,61.6,56.0,5.41,5.38,3.32,1791
127712,1.59,Ideal,G,VS1,61.9,57.0,7.53,7.49,4.64,16499
154540,0.7,Ideal,E,SI1,62.4,56.0,5.71,5.76,3.58,2759
139752,0.9,Good,F,SI1,63.4,59.0,6.06,6.03,3.84,3196
186831,2.01,Premium,H,SI2,60.9,61.0,8.15,8.1,4.94,12978
62062,1.55,Very Good,G,SI1,61.3,61.0,7.37,7.46,4.55,10963
159971,0.52,Ideal,F,VVS2,62.2,53.0,5.16,5.2,3.23,2144
187601,1.05,Ideal,F,VVS2,62.1,56.0,6.5,6.54,4.05,8760
67396,1.01,Premium,E,VS2,62.3,59.0,6.45,6.39,4.0,6619
162556,1.02,Ideal,G,SI2,62.8,57.0,6.41,6.36,4.01,3142
75864,1.11,Ideal,G,VS2,61.8,56.0,6.64,6.69,4.12,6905
83928,1.52,Very Good,I,SI2,61.6,57.0,7.4,7.45,4.57,8096
59654,0.57,Ideal,G,IF,61.8,55.0,5.33,5.35,3.3,1654
10144,0.32,Ideal,H,VS1,61.9,56.0,4.4,4.45,2.74,545
114038,0.42,Ideal,I,VVS2,61.0,57.0,4.81,4.85,2.95,824
31470,0.7,Ideal,E,VS1,61.9,55.0,5.66,5.69,3.51,3164
164776,1.03,Ideal,F,SI1,62.0,56.0,6.46,6.5,4.02,5713
192682,0.31,Ideal,D,VS2,62.4,56.0,4.38,4.36,2.72,804
190056,0.55,Ideal,H,VS2,62.5,55.0,5.28,5.29,3.3,1431
156632,0.3,Ideal,H,VVS1,61.3,58.0,4.32,4.34,2.65,665
84584,0.3,Ideal,D,VVS2,61.6,57.0,4.31,4.33,2.66,1187
153263,0.71,Ideal,D,VS2,62.4,55.0,5.71,5.69,3.55,3217
118146,0.5,Very Good,F,SI2,63.5,57.0,5.03,4.98,3.18,705
132619,0.35,Ideal,D,VS2,61.4,55.0,4.54,4.57,2.8,829
60867,1.01,Ideal,H,SI2,62.4,56.0,6.39,6.44,4.0,4194
191113,0.9,Very Good,G,SI1,63.5,58.0,6.04,6.1,3.86,3615
22532,1.53,Ideal,H,VS1,60.5,56.0,7.53,7.5,4.54,13063
146992,0.31,Ideal,G,VVS1,61.7,56.0,4.38,4.41,2.71,642
21591,0.32,Premium,G,VS2,59.9,59.0,4.41,4.45,2.66,561
109605,0.85,Premium,G,SI2,62.4,58.0,6.01,6.08,3.77,3018
128426,0.33,Very Good,E,SI1,62.8,58.0,4.42,4.5,2.79,579
9338,0.71,Ideal,D,VS2,61.3,56.0,5.79,5.75,3.53,3421
143071,0.7,Ideal,G,VS1,62.2,56.0,5.68,5.72,3.54,2504
35317,0.92,Ideal,G,SI1,62.1,56.0,6.23,6.26,3.87,4111
175832,1.03,Ideal,D,SI1,60.8,56.0,6.52,6.6,3.99,5804
159335,0.32,Ideal,G,VVS1,60.9,57.0,4.4,4.43,2.69,1080
43735,0.4,Very Good,D,SI1,62.2,59.0,4.66,4.73,2.92,770
40358,0.31,Very Good,D,VS2,63.4,57.0,4.27,4.3,2.71,734
155574,1.54,Premium,E,SI2,59.6,59.0,7.52,7.44,4.46,8408
89979,0.71,Ideal,F,VS2,61.4,56.0,5.73,5.76,3.53,2717
99293,0.7,Premium,F,SI2,59.0,62.0,5.8,5.75,3.42,2331
163417,0.9,Good,E,SI1,64.3,59.0,6.07,6.03,3.88,4064
54629,0.71,Ideal,E,VS2,60.2,57.0,5.8,5.83,3.5,2844
183716,0.24,Very Good,F,VVS2,61.2,57.0,4.03,4.0,2.46,552
112533,0.31,Ideal,F,VS2,61.9,55.0,4.36,4.39,2.71,706
69312,1.2,Very Good,G,SI1,62.8,58.0,6.8,6.77,4.26,4900
183321,0.31,Ideal,G,VS1,61.3,56.0,4.4,4.42,2.7,660
149769,0.4,Premium,G,SI1,61.4,60.0,4.7,4.74,2.9,702
158877,0.36,Ideal,G,SI2,60.5,56.0,4.59,4.62,2.79,641
43638,1.01,Very Good,G,VS2,63.3,58.0,6.34,6.37,4.02,6449
64541,1.2,Very Good,G,SI2,63.1,59.0,6.75,6.68,4.24,4758
29533,0.7,Good,G,VS1,64.1,55.0,5.57,5.6,3.58,2419
175113,1.2,Premium,I,VS2,62.9,59.0,6.72,6.67,4.21,5699
136917,0.9,Ideal,G,SI2,62.7,57.0,6.16,6.1,3.84,3175
165674,0.52,Premium,D,SI1,58.7,60.0,5.23,5.2,3.11,1654
160314,2.21,Very Good,J,VS2,60.9,58.0,8.36,8.43,5.11,16273
125825,0.6,Ideal,G,VS1,61.2,56.0,5.42,5.45,3.33,2112
74816,0.72,Ideal,E,SI1,61.3,57.0,5.8,5.76,3.55,3048
82387,1.01,Very Good,E,SI1,63.7,60.0,6.32,6.3,4.02,4434
99079,2.17,Premium,G,VS2,62.1,56.0,8.31,8.26,5.16,18426
44811,1.01,Premium,D,VS2,61.6,58.0,6.43,6.5,3.98,7487
125170,1.05,Very Good,F,VS1,62.0,57.0,6.52,6.48,4.03,7816
52607,0.3,Ideal,G,VVS2,62.1,54.0,4.31,4.32,2.68,614
124464,1.53,Very Good,F,SI1,59.7,60.0,7.45,7.49,4.46,7695
156443,1.01,Good,E,SI1,63.1,60.0,6.34,6.38,4.01,4912
145906,0.56,Ideal,G,VS1,62.1,54.0,5.28,5.32,3.29,1957
200,2.24,Ideal,H,SI2,62.2,55.0,8.37,8.32,5.24,17162
48412,0.4,Very Good,F,VS2,63.0,57.0,4.67,4.71,2.96,807
95525,0.9,Very Good,F,SI1,59.3,59.0,6.21,6.26,3.72,3974
184181,2.19,Premium,G,SI2,62.3,60.0,8.29,8.31,5.17,14229
105490,0.7,Premium,G,SI1,59.0,59.0,5.83,5.88,3.45,2042
59501,1.5,Premium,H,SI1,60.6,58.0,7.4,7.36,4.46,9503
19794,0.95,Premium,H,SI2,59.4,61.0,6.41,6.37,3.77,3581
33394,0.71,Ideal,I,VS2,62.8,57.0,5.69,5.6,3.54,2056
54512,1.07,Ideal,H,VS2,61.8,55.0,6.55,6.6,4.07,5509
171435,0.34,Ideal,E,SI1,60.3,57.0,4.49,4.54,2.72,596
158408,1.02,Good,G,VS2,63.4,59.0,6.34,6.38,4.04,7126
177027,1.05,Premium,H,SI2,62.7,56.0,6.48,6.51,4.06,4496
59778,0.31,Very Good,F,VVS1,61.8,58.0,4.32,4.35,2.68,897
127299,0.92,Premium,D,SI1,58.6,61.0,6.53,6.42,3.75,3502
84530,1.14,Premium,G,VS2,60.4,58.0,6.81,6.76,4.09,6779
91750,0.5,Premium,G,VS1,61.6,60.0,5.05,5.08,3.13,1637
33086,0.96,Fair,E,SI2,68.1,62.0,6.01,5.87,4.08,2359
55053,1.51,Good,H,VS2,63.9,58.0,7.2,7.24,4.59,9542
71355,0.31,Very Good,G,VS2,62.8,58.0,4.27,4.31,2.7,546
82265,0.4,Premium,D,SI2,61.8,60.0,4.73,4.69,2.91,855
108865,0.51,Ideal,I,VS2,61.4,56.0,5.15,5.18,3.17,1161
173492,0.61,Ideal,E,SI1,62.1,59.0,5.4,5.44,3.37,1616
98605,0.41,Ideal,F,VVS2,61.6,57.0,4.83,4.79,2.96,1192
26106,1.01,Ideal,G,VS1,62.2,56.0,6.43,6.46,4.0,6885
60416,2.01,Premium,G,SI2,62.1,58.0,8.14,8.07,5.04,12271
188865,0.55,Ideal,G,VS2,62.3,57.0,5.2,5.25,3.26,1427
31424,1.0,Very Good,F,SI1,62.2,57.0,6.35,6.39,3.96,4643
47213,0.9,Very Good,H,VS1,61.9,56.0,6.16,6.22,3.83,4138
10629,0.41,Ideal,G,VS2,62.2,57.0,4.79,4.76,2.97,1061
133510,0.7,Ideal,E,SI1,62.0,56.0,5.71,5.69,3.54,2694
35401,0.39,Very Good,J,VS1,62.7,59.0,4.63,4.67,2.91,644
170251,0.37,Ideal,F,VS2,61.4,56.0,4.65,4.62,2.85,803
183991,1.51,Ideal,H,SI2,62.6,53.0,7.35,7.31,4.59,9218
63021,0.3,Ideal,E,VS2,61.5,55.0,4.32,4.3,2.65,658
184887,1.17,Ideal,G,VS1,60.7,59.0,6.81,6.82,4.14,8629
154842,0.7,Very Good,G,SI1,58.7,62.0,5.72,5.76,3.37,2041
126497,0.7,Very Good,D,SI2,58.9,57.0,5.86,5.82,3.43,3026
111214,0.31,Premium,D,SI1,61.9,58.0,4.38,4.35,2.7,571
130759,0.56,Ideal,H,VS1,62.2,56.0,5.3,5.33,3.29,1675
92720,1.7,Ideal,H,VS1,61.7,56.0,7.64,7.7,4.74,14579
113074,0.84,Very Good,G,VS2,62.8,57.0,5.98,6.04,3.78,2964
122249,0.31,Ideal,G,VVS1,61.6,56.0,4.37,4.4,2.7,789
142304,0.7,Very Good,E,SI2,62.8,57.0,5.63,5.6,3.53,2332
56092,0.7,Ideal,E,SI1,60.4,57.0,5.78,5.72,3.48,2476
101070,0.72,Ideal,G,VVS2,61.9,56.0,5.73,5.76,3.56,3478
129182,1.51,Premium,G,VVS1,60.8,59.0,7.36,7.31,4.46,14844
73708,0.33,Ideal,G,VVS1,61.4,56.0,4.45,4.48,2.74,1053
182920,0.3,Premium,H,SI1,61.1,58.0,4.35,4.32,2.65,540
156531,1.0,Premium,G,VS1,59.2,61.0,6.52,6.44,3.84,5800
90102,0.51,Ideal,G,VS1,61.6,55.0,5.19,5.13,3.18,1754
125547,0.34,Ideal,I,VS1,61.9,54.0,4.47,4.52,2.79,703
120121,0.3,Premium,F,VS2,61.9,59.0,4.31,4.26,2.66,776
107278,1.15,Ideal,F,SI1,61.9,55.0,6.66,6.68,4.14,5506
66590,2.23,Ideal,G,SI2,61.2,57.0,8.41,8.36,5.13,15393
112565,0.7,Good,E,SI1,63.4,64.0,5.54,5.61,3.53,2378
34620,0.3,Ideal,H,VVS2,61.8,55.0,4.33,4.29,2.66,776
122340,1.0,Very Good,F,SI1,62.1,58.0,6.34,6.39,3.95,4987
117830,0.84,Ideal,H,SI2,61.7,55.0,6.06,6.07,3.74,3026
5915,0.33,Ideal,H,VVS2,61.6,55.0,4.44,4.47,2.74,666
161964,0.54,Premium,G,VVS2,59.8,60.0,5.33,5.37,3.19,1885
90632,0.42,Very Good,G,VS2,62.9,58.0,4.73,4.78,2.99,847
49546,0.7,Ideal,F,SI1,62.0,54.0,5.68,5.72,3.54,2528
13828,0.5,Premium,D,VS2,60.1,58.0,5.13,5.15,3.08,1646
141370,1.01,Very Good,F,VS2,63.4,55.0,6.34,6.42,4.04,7411
163463,1.09,Ideal,H,VS1,61.0,56.0,6.68,6.77,4.08,6661
138186,0.7,Premium,F,SI2,61.8,59.0,5.7,5.73,3.53,2264
157622,2.01,Premium,I,SI2,59.8,58.0,8.09,8.17,4.87,16075
186741,1.2,Ideal,J,VS1,61.7,57.0,6.82,6.87,4.22,5321
86268,1.23,Ideal,F,VS1,62.1,57.0,6.83,6.89,4.26,9980
7285,1.01,Premium,E,SI2,61.3,58.0,6.46,6.41,3.94,4642
105867,0.34,Premium,E,VS2,61.2,59.0,4.48,4.52,2.75,686
23848,1.05,Premium,F,SI2,58.9,59.0,6.68,6.59,3.9,4761
175925,1.0,Very Good,E,SI1,62.8,58.0,6.34,6.31,3.98,5274
80112,0.73,Premium,G,SI1,62.8,59.0,5.74,5.71,3.59,2329
47990,0.31,Ideal,H,SI1,62.2,56.0,4.36,4.38,2.72,468
26426,0.35,Ideal,D,SI2,61.9,55.0,4.51,4.5,2.79,666
15120,0.25,Very Good,F,VS1,60.2,59.0,4.02,4.07,2.43,426
189809,1.51,Premium,H,IF,59.5,59.0,7.51,7.54,4.48,14652
65021,1.01,Premium,G,SI1,61.6,58.0,6.49,6.45,3.98,4558
82923,2.12,Premium,J,SI1,61.5,60.0,8.33,8.22,5.07,14482
166275,0.71,Ideal,I,VS2,60.3,58.0,5.73,5.85,3.49,2145
152818,0.59,Ideal,F,SI2,61.1,57.0,5.42,5.45,3.33,1249
174429,0.32,Ideal,G,VS2,61.8,56.0,4.36,4.42,2.72,725
35098,0.35,Ideal,E,VS2,61.6,55.0,4.55,4.53,2.8,873
179749,0.63,Ideal,D,SI1,62.2,55.0,5.49,5.53,3.43,2838
115707,1.0,Premium,J,VS1,62.9,61.0,6.38,6.33,3.99,4318
55329,1.03,Premium,F,SI1,62.1,59.0,6.43,6.46,4.0,5007
110426,0.38,Very Good,G,SI1,61.6,56.0,4.67,4.72,2.89,666
73702,1.7,Very Good,H,VS2,61.3,56.0,7.64,7.72,4.7,13948
31359,1.1,Ideal,H,SI1,61.4,55.0,6.69,6.66,4.11,5096
102668,1.51,Very Good,D,VS2,61.2,60.0,7.36,7.41,4.52,14715
152576,1.2,Ideal,J,SI1,60.9,57.0,6.92,6.81,4.18,5273
113127,0.41,Premium,D,SI2,60.1,58.0,4.85,4.8,2.89,827
58917,0.38,Premium,E,SI1,60.5,57.0,4.71,4.67,2.84,969
145652,0.6,Ideal,F,SI2,62.9,55.0,5.37,5.33,3.38,1374
131106,1.01,Good,G,VS1,63.6,59.0,6.34,6.38,4.04,6271
56472,1.06,Premium,H,SI1,62.3,58.0,6.54,6.49,4.07,4764
47060,0.52,Premium,G,VS1,61.9,58.0,5.07,5.11,3.15,1689
19824,0.71,Premium,F,VS1,59.6,60.0,5.88,5.82,3.48,2808
179794,0.33,Ideal,F,VVS1,62.3,56.0,4.45,4.43,2.77,1021
166451,0.31,Ideal,F,VVS2,61.8,56.0,4.37,4.4,2.71,761
68962,0.32,Ideal,D,SI1,62.0,55.0,4.37,4.4,2.72,565
57770,0.7,Good,G,VS1,58.3,64.0,5.76,5.81,3.38,2599
14550,0.3,Premium,G,SI1,62.7,58.0,4.29,4.24,2.67,473
27572,0.72,Ideal,D,VS2,61.4,57.0,5.76,5.78,3.54,3489
44506,0.7,Premium,J,SI1,62.7,59.0,5.71,5.67,3.55,2003
62693,0.61,Ideal,H,VS2,62.4,54.0,5.47,5.43,3.4,1931
40743,0.42,Ideal,G,VS1,61.1,56.0,4.85,4.82,2.95,943
189500,0.3,Ideal,H,IF,62.1,56.0,4.29,4.32,2.67,764
178984,0.52,Ideal,G,VS1,61.4,55.0,5.17,5.19,3.19,1957
98129,0.9,Premium,H,VVS2,62.0,58.0,6.19,6.16,3.84,4281
66626,0.34,Premium,D,VS2,62.6,58.0,4.46,4.43,2.78,829
191951,0.52,Ideal,H,VVS1,61.4,55.0,5.2,5.22,3.2,2113
